id,y,e,L,V,c
mi3p_D_c,0.0,0.0,0.0,0.0,0.0
g6p_c,0.0,0.0,0.0,0.0,0.0
mi4p_D_c,0.0,0.0,0.0,0.0,0.0
mi34p_c,0.0,0.0,0.0,0.0,0.0
ppmi12346p_c,0.0,0.0,0.0,0.0,0.0
minohp_n,0.0,0.0,0.0,0.0,0.0
ppmi12346p_n,0.0,0.0,0.0,0.0,0.0
pail345p_cho_c,0.0,0.0,0.0,0.0,0.0
pail34p_cho_c,0.0,0.0,0.0,0.0,0.0
pail34p_cho_n,0.0,0.0,0.0,0.0,0.0
pail4p_cho_n,0.0,0.0,0.0,0.0,0.0
pi_n,0.0,0.0,0.0,0.0,0.0
pail3p_cho_n,0.0,0.0,0.0,0.0,0.0
pail_cho_n,0.0,0.0,0.0,0.0,0.0
pail35p_cho_c,0.0,0.0,0.0,0.0,0.0
pail45p_cho_n,0.0,0.0,0.0,0.0,0.0
pail5p_cho_c,0.0,0.0,0.0,0.0,0.0
damp_c,0.0,0.0,0.0,0.0,0.0
datp_c,0.035778189,0.0,0.0,0.0,0.0
dadp_c,0.0,0.0,0.0,0.0,0.0
camp_c,0.0,0.0,0.0,0.0,0.0
r5p_c,0.0,0.0,0.0,0.0,0.0
aps_c,0.0,0.0,0.0,0.0,0.0
imp_c,0.0,0.0,0.0,0.0,0.0
dcamp_c,0.0,0.0,0.0,0.0,0.0
atp_e,0.0,0.0,-1000.0,1000.0,0.0
amp_e,0.0,0.0,-1000.0,1000.0,0.0
dgtp_c,0.025172729,0.0,0.0,0.0,0.0
dgdp_c,0.0,0.0,0.0,0.0,0.0
dgtp_n,0.0,0.0,0.0,0.0,0.0
dgdp_n,0.0,0.0,0.0,0.0,0.0
cdp_n,0.0,0.0,0.0,0.0,0.0
dcmp_c,0.0,0.0,0.0,0.0,0.0
dcdp_c,0.0,0.0,0.0,0.0,0.0
dcmp_n,0.0,0.0,0.0,0.0,0.0
dcdp_n,0.0,0.0,0.0,0.0,0.0
dctp_c,0.025172729,0.0,0.0,0.0,0.0
dctp_n,0.0,0.0,0.0,0.0,0.0
udp_n,0.0,0.0,0.0,0.0,0.0
ctp_n,0.0,0.0,0.0,0.0,0.0
gtp_n,0.0,0.0,0.0,0.0,0.0
gdp_n,0.0,0.0,0.0,0.0,0.0
dad_2_c,0.0,0.0,0.0,0.0,0.0
din_c,0.0,0.0,0.0,0.0,0.0
duri_c,0.0,0.0,0.0,0.0,0.0
dump_c,0.0,0.0,0.0,0.0,0.0
2dr1p_c,0.0,0.0,0.0,0.0,0.0
xmp_c,0.0,0.0,0.0,0.0,0.0
35cgmp_c,0.0,0.0,0.0,0.0,0.0
gdp_e,0.0,0.0,-1000.0,1000.0,0.0
udp_e,0.0,0.0,-1000.0,1000.0,0.0
ump_e,0.0,0.0,-1000.0,1000.0,0.0
dudp_c,0.0,0.0,0.0,0.0,0.0
utp_e,0.0,0.0,-1000.0,1000.0,0.0
didp_c,0.0,0.0,0.0,0.0,0.0
ditp_c,0.0,0.0,0.0,0.0,0.0
dutp_c,0.0,0.0,0.0,0.0,0.0
idp_c,0.0,0.0,0.0,0.0,0.0
itp_c,0.0,0.0,0.0,0.0,0.0
cmp_e,0.0,0.0,-1000.0,1000.0,0.0
dgmp_c,0.0,0.0,0.0,0.0,0.0
dgsn_c,0.0,0.0,0.0,0.0,0.0
dtmp_c,0.0,0.0,0.0,0.0,0.0
ump_n,0.0,0.0,0.0,0.0,0.0
dudp_m,0.0,0.0,0.0,0.0,0.0
dcmp_m,0.0,0.0,0.0,0.0,0.0
dcdp_m,0.0,0.0,0.0,0.0,0.0
dcyt_m,0.0,0.0,0.0,0.0,0.0
dctp_m,0.0,0.0,0.0,0.0,0.0
dtmp_n,0.0,0.0,0.0,0.0,0.0
dtmp_m,0.0,0.0,0.0,0.0,0.0
xylt_c,0.0,0.0,0.0,0.0,0.0
dcyt_c,0.0,0.0,0.0,0.0,0.0
56dura_c,0.0,0.0,0.0,0.0,0.0
56dthm_c,0.0,0.0,0.0,0.0,0.0
bamppald_c,0.0,0.0,0.0,0.0,0.0
3sala_c,0.0,0.0,0.0,0.0,0.0
hyptaur_c,0.0,0.0,0.0,0.0,0.0
Lcyst_c,0.0,0.0,0.0,0.0,0.0
thbpt4acam_c,0.0,0.0,0.0,0.0,0.0
thbpt_c,0.0,0.0,0.0,0.0,0.0
dhbpt_c,0.0,0.0,0.0,0.0,0.0
g6p_r,0.0,0.0,0.0,0.0,0.0
ump_r,0.0,0.0,0.0,0.0,0.0
btn_m,0.0,0.0,0.0,0.0,0.0
chsterol_l,0.0,0.0,0.0,0.0,0.0
citr_L_m,0.0,0.0,0.0,0.0,0.0
crn_m,0.0,0.0,0.0,0.0,0.0
dutp_m,0.0,0.0,0.0,0.0,0.0
lys_L_m,0.0,0.0,0.0,0.0,0.0
ps_cho_m,0.0,0.0,0.0,0.0,0.0
his_L_m,0.0,0.0,0.0,0.0,0.0
HC01434_m,0.0,0.0,0.0,0.0,0.0
HC01434_x,0.0,0.0,0.0,0.0,0.0
akg_x,0.0,0.0,0.0,0.0,0.0
3pg_c,0.0,0.0,0.0,0.0,0.0
HC00900_c,0.0,0.0,0.0,0.0,0.0
2mop_c,0.0,0.0,0.0,0.0,0.0
34dhmald_m,0.0,0.0,0.0,0.0,0.0
34dhoxmand_m,0.0,0.0,0.0,0.0,0.0
3mox4hpac_m,0.0,0.0,0.0,0.0,0.0
homoval_m,0.0,0.0,0.0,0.0,0.0
3m4hpga_m,0.0,0.0,0.0,0.0,0.0
3mox4hoxm_m,0.0,0.0,0.0,0.0,0.0
fmn_c,0.0,0.0,0.0,0.0,0.0
ribflv_c,0.0,0.0,0.0,0.0,0.0
fad_e,0.0,0.0,-1000.0,1000.0,0.0
fmn_e,0.0,0.0,-1000.0,1000.0,0.0
pyam5p_c,0.0,0.0,0.0,0.0,0.0
pydam_c,0.0,0.0,0.0,0.0,0.0
pdx5p_c,0.0,0.0,0.0,0.0,0.0
pydxn_c,0.0,0.0,0.0,0.0,0.0
pydx_c,0.0,0.0,0.0,0.0,0.0
4pyrdx_c,0.0,0.0,0.0,0.0,0.0
pydx5p_c,0.0,0.0,0.0,0.0,0.0
13dampp_c,0.0,0.0,0.0,0.0,0.0
4abutn_m,0.0,0.0,0.0,0.0,0.0
4abut_m,0.0,0.0,0.0,0.0,0.0
ala_B_c,0.0,0.0,0.0,0.0,0.0
carn_c,0.0,0.0,0.0,0.0,0.0
3hpcoa_m,0.0,0.0,0.0,0.0,0.0
3hpp_m,0.0,0.0,0.0,0.0,0.0
btamp_c,0.0,0.0,0.0,0.0,0.0
btamp_m,0.0,0.0,0.0,0.0,0.0
biocyt_c,0.0,0.0,0.0,0.0,0.0
biocyt_n,0.0,0.0,0.0,0.0,0.0
btn_n,0.0,0.0,0.0,0.0,0.0
lys_L_n,0.0,0.0,0.0,0.0,0.0
biocyt_m,0.0,0.0,0.0,0.0,0.0
apoC_Lys_c,0.0,0.0,0.0,0.0,0.0
apoC_Lys_btn_c,0.0,0.0,0.0,0.0,0.0
apoC_Lys_m,0.0,0.0,0.0,0.0,0.0
apoC_Lys_btn_m,0.0,0.0,0.0,0.0,0.0
b2coa_m,0.0,0.0,0.0,0.0,0.0
btcoa_m,0.0,0.0,0.0,0.0,0.0
bhb_m,0.0,0.0,0.0,0.0,0.0
mescon_m,0.0,0.0,0.0,0.0,0.0
mescoa_m,0.0,0.0,0.0,0.0,0.0
gtp_m,0.0,0.0,0.0,0.0,0.0
gdp_m,0.0,0.0,0.0,0.0,0.0
acrn_c,0.0,0.0,0.0,0.0,0.0
cs_a_deg2_l,0.0,0.0,0.0,0.0,0.0
cs_a_deg3_l,0.0,0.0,0.0,0.0,0.0
cs_c_deg2_l,0.0,0.0,0.0,0.0,0.0
cs_c_deg3_l,0.0,0.0,0.0,0.0,0.0
cs_d_deg3_l,0.0,0.0,0.0,0.0,0.0
cs_d_deg4_l,0.0,0.0,0.0,0.0,0.0
cs_e_deg3_l,0.0,0.0,0.0,0.0,0.0
acgal_l,0.0,0.0,0.0,0.0,0.0
cs_c_deg1_l,0.0,0.0,0.0,0.0,0.0
cs_c_deg4_l,0.0,0.0,0.0,0.0,0.0
cs_c_deg5_l,0.0,0.0,0.0,0.0,0.0
cs_d_deg1_l,0.0,0.0,0.0,0.0,0.0
cs_d_deg2_l,0.0,0.0,0.0,0.0,0.0
cs_d_deg5_l,0.0,0.0,0.0,0.0,0.0
cs_d_deg6_l,0.0,0.0,0.0,0.0,0.0
cs_e_deg2_l,0.0,0.0,0.0,0.0,0.0
cs_e_deg6_l,0.0,0.0,0.0,0.0,0.0
cs_e_deg7_l,0.0,0.0,0.0,0.0,0.0
cs_c_l,0.0,0.0,0.0,0.0,0.0
cs_d_l,0.0,0.0,0.0,0.0,0.0
icit_c,0.0,0.0,0.0,0.0,0.0
oaa_m,0.0,0.0,0.0,0.0,0.0
cit_m,0.0,0.0,0.0,0.0,0.0
icit_m,0.0,0.0,0.0,0.0,0.0
icit_x,0.0,0.0,0.0,0.0,0.0
mal_L_m,0.0,0.0,0.0,0.0,0.0
fum_m,0.0,0.0,0.0,0.0,0.0
so3_c,0.0,0.0,0.0,0.0,0.0
HC01501_c,0.0,0.0,0.0,0.0,0.0
3odcoa_x,0.0,0.0,0.0,0.0,0.0
dcacoa_x,0.0,0.0,0.0,0.0,0.0
ddcacoa_x,0.0,0.0,0.0,0.0,0.0
tdcoa_x,0.0,0.0,0.0,0.0,0.0
pmtcoa_x,0.0,0.0,0.0,0.0,0.0
malcoa_m,0.0,0.0,0.0,0.0,0.0
hdd2coa_x,0.0,0.0,0.0,0.0,0.0
adrncrn_c,0.0,0.0,0.0,0.0,0.0
adrncrn_m,0.0,0.0,0.0,0.0,0.0
adrncoa_m,0.0,0.0,0.0,0.0,0.0
pristanal_c,0.0,0.0,0.0,0.0,0.0
prist_c,0.0,0.0,0.0,0.0,0.0
arachcrn_c,0.0,0.0,0.0,0.0,0.0
arachcrn_m,0.0,0.0,0.0,0.0,0.0
arachdcrn_c,0.0,0.0,0.0,0.0,0.0
arachdcrn_m,0.0,0.0,0.0,0.0,0.0
arachdcoa_m,0.0,0.0,0.0,0.0,0.0
c226crn_c,0.0,0.0,0.0,0.0,0.0
c226crn_m,0.0,0.0,0.0,0.0,0.0
crn_r,0.0,0.0,0.0,0.0,0.0
acrn_r,0.0,0.0,0.0,0.0,0.0
dd2coa_m,0.0,0.0,0.0,0.0,0.0
dcsptn1coa_c,0.0,0.0,0.0,0.0,0.0
dcsptn1crn_c,0.0,0.0,0.0,0.0,0.0
dcsptn1crn_m,0.0,0.0,0.0,0.0,0.0
dcsptn1coa_m,0.0,0.0,0.0,0.0,0.0
dlnlcgcrn_c,0.0,0.0,0.0,0.0,0.0
dlnlcgcrn_m,0.0,0.0,0.0,0.0,0.0
dlnlcgcoa_m,0.0,0.0,0.0,0.0,0.0
dmnoncrn_c,0.0,0.0,0.0,0.0,0.0
eicostetcrn_c,0.0,0.0,0.0,0.0,0.0
eicostetcrn_m,0.0,0.0,0.0,0.0,0.0
eicostetcoa_m,0.0,0.0,0.0,0.0,0.0
ACP_c,0.0,0.0,0.0,0.0,0.0
ptdca_c,0.0,0.0,0.0,0.0,0.0
ptdcacoa_c,0.0,0.0,0.0,0.0,0.0
hpdca_c,0.0,0.0,0.0,0.0,0.0
hpdcacoa_c,0.0,0.0,0.0,0.0,0.0
vacc_c,0.0,0.0,0.0,0.0,0.0
elaid_c,0.0,0.0,0.0,0.0,0.0
lnlc_c,0.0,0.0,0.0,0.0,0.0
lneldc_c,0.0,0.0,0.0,0.0,0.0
lneldccoa_c,0.0,0.0,0.0,0.0,0.0
lnlncg_c,0.0,0.0,0.0,0.0,0.0
lnlnca_c,0.0,0.0,0.0,0.0,0.0
strdnc_c,0.0,0.0,0.0,0.0,0.0
pristcoa_c,0.0,0.0,0.0,0.0,0.0
dlnlcg_c,0.0,0.0,0.0,0.0,0.0
eicostet_c,0.0,0.0,0.0,0.0,0.0
tmndnc_c,0.0,0.0,0.0,0.0,0.0
phytcoa_c,0.0,0.0,0.0,0.0,0.0
dcsptn1_c,0.0,0.0,0.0,0.0,0.0
clpnd_c,0.0,0.0,0.0,0.0,0.0
c226coa_c,0.0,0.0,0.0,0.0,0.0
nrvnccoa_c,0.0,0.0,0.0,0.0,0.0
tettet6_c,0.0,0.0,0.0,0.0,0.0
tettet6coa_c,0.0,0.0,0.0,0.0,0.0
tetpent6_c,0.0,0.0,0.0,0.0,0.0
tetpent6coa_c,0.0,0.0,0.0,0.0,0.0
tetpent3_c,0.0,0.0,0.0,0.0,0.0
tethex3_c,0.0,0.0,0.0,0.0,0.0
hexc_c,0.0,0.0,0.0,0.0,0.0
hexccoa_c,0.0,0.0,0.0,0.0,0.0
octa_c,0.0,0.0,0.0,0.0,0.0
occoa_c,0.0,0.0,0.0,0.0,0.0
hpdcacrn_c,0.0,0.0,0.0,0.0,0.0
hpdcacrn_m,0.0,0.0,0.0,0.0,0.0
hpdcacoa_m,0.0,0.0,0.0,0.0,0.0
lnlccrn_c,0.0,0.0,0.0,0.0,0.0
lnlccrn_m,0.0,0.0,0.0,0.0,0.0
lnlccoa_m,0.0,0.0,0.0,0.0,0.0
lnlncacrn_c,0.0,0.0,0.0,0.0,0.0
lnlncacrn_m,0.0,0.0,0.0,0.0,0.0
lnlncacoa_m,0.0,0.0,0.0,0.0,0.0
lnlncgcrn_c,0.0,0.0,0.0,0.0,0.0
lnlncgcrn_m,0.0,0.0,0.0,0.0,0.0
lnlncgcoa_m,0.0,0.0,0.0,0.0,0.0
ocdececrn_c,0.0,0.0,0.0,0.0,0.0
ocdececrn_m,0.0,0.0,0.0,0.0,0.0
vacccoa_m,0.0,0.0,0.0,0.0,0.0
pcrn_c,0.0,0.0,0.0,0.0,0.0
pcrn_m,0.0,0.0,0.0,0.0,0.0
phytcoa_x,0.0,0.0,0.0,0.0,0.0
ptdcacrn_c,0.0,0.0,0.0,0.0,0.0
ptdcacrn_m,0.0,0.0,0.0,0.0,0.0
ptdcacoa_m,0.0,0.0,0.0,0.0,0.0
pristcoa_x,0.0,0.0,0.0,0.0,0.0
prist_x,0.0,0.0,0.0,0.0,0.0
phyt_x,0.0,0.0,0.0,0.0,0.0
adrncoa_x,0.0,0.0,0.0,0.0,0.0
HC10859_m,0.0,0.0,0.0,0.0,0.0
Rtotal2crn_c,0.0,0.0,0.0,0.0,0.0
Rtotal2crn_m,0.0,0.0,0.0,0.0,0.0
Rtotal2coa_m,0.0,0.0,0.0,0.0,0.0
Rtotal3crn_c,0.0,0.0,0.0,0.0,0.0
Rtotal3crn_m,0.0,0.0,0.0,0.0,0.0
Rtotal3coa_m,0.0,0.0,0.0,0.0,0.0
strdnccrn_c,0.0,0.0,0.0,0.0,0.0
strdnccrn_m,0.0,0.0,0.0,0.0,0.0
strdnccoa_m,0.0,0.0,0.0,0.0,0.0
aact_c,0.0,0.0,0.0,0.0,0.0
mthgxl_c,0.0,0.0,0.0,0.0,0.0
betald_c,0.0,0.0,0.0,0.0,0.0
sarcs_m,0.0,0.0,0.0,0.0,0.0
lpam_m,0.0,0.0,0.0,0.0,0.0
alpam_m,0.0,0.0,0.0,0.0,0.0
dhlam_m,0.0,0.0,0.0,0.0,0.0
lpro_m,0.0,0.0,0.0,0.0,0.0
alpro_m,0.0,0.0,0.0,0.0,0.0
dhlpro_m,0.0,0.0,0.0,0.0,0.0
gly_x,0.0,0.0,0.0,0.0,0.0
13dpg_c,0.0,0.0,0.0,0.0,0.0
etoh_c,0.0,0.0,0.0,0.0,0.0
etoh_x,0.0,0.0,0.0,0.0,0.0
acald_x,0.0,0.0,0.0,0.0,0.0
glc_D_r,0.0,0.0,0.0,0.0,0.0
23dpg_c,0.0,0.0,0.0,0.0,0.0
fdp_c,0.0,0.0,0.0,0.0,0.0
ksi_pre18_g,0.0,0.0,0.0,0.0,0.0
ksi_pre19_g,0.0,0.0,0.0,0.0,0.0
ksi_pre21_g,0.0,0.0,0.0,0.0,0.0
ksi_pre22_g,0.0,0.0,0.0,0.0,0.0
ksi_pre24_g,0.0,0.0,0.0,0.0,0.0
ksi_pre25_g,0.0,0.0,0.0,0.0,0.0
ksi_pre27_g,0.0,0.0,0.0,0.0,0.0
ksi_pre28_g,0.0,0.0,0.0,0.0,0.0
ksi_pre30_g,0.0,0.0,0.0,0.0,0.0
ksi_pre31_g,0.0,0.0,0.0,0.0,0.0
ksi_pre33_g,0.0,0.0,0.0,0.0,0.0
ksi_pre34_g,0.0,0.0,0.0,0.0,0.0
ksii_core4_pre2_g,0.0,0.0,0.0,0.0,0.0
ksii_core4_pre3_g,0.0,0.0,0.0,0.0,0.0
ksii_core4_pre4_g,0.0,0.0,0.0,0.0,0.0
ksii_core4_pre5_g,0.0,0.0,0.0,0.0,0.0
ksii_core4_pre7_g,0.0,0.0,0.0,0.0,0.0
ksii_core4_pre8_g,0.0,0.0,0.0,0.0,0.0
ksii_core2_pre2_g,0.0,0.0,0.0,0.0,0.0
ksii_core2_pre3_g,0.0,0.0,0.0,0.0,0.0
ksii_core2_pre4_g,0.0,0.0,0.0,0.0,0.0
ksii_core2_pre5_g,0.0,0.0,0.0,0.0,0.0
ksii_core2_pre7_g,0.0,0.0,0.0,0.0,0.0
ksii_core2_pre8_g,0.0,0.0,0.0,0.0,0.0
ksi_pre1_g,0.0,0.0,0.0,0.0,0.0
ksi_pre2_g,0.0,0.0,0.0,0.0,0.0
ksi_pre3_g,0.0,0.0,0.0,0.0,0.0
ksi_pre4_g,0.0,0.0,0.0,0.0,0.0
ksi_pre6_g,0.0,0.0,0.0,0.0,0.0
ksi_pre7_g,0.0,0.0,0.0,0.0,0.0
ksi_pre9_g,0.0,0.0,0.0,0.0,0.0
ksi_pre10_g,0.0,0.0,0.0,0.0,0.0
ksi_pre12_g,0.0,0.0,0.0,0.0,0.0
ksi_pre13_g,0.0,0.0,0.0,0.0,0.0
ksi_pre15_g,0.0,0.0,0.0,0.0,0.0
ksi_pre16_g,0.0,0.0,0.0,0.0,0.0
ksii_core4_pre1_g,0.0,0.0,0.0,0.0,0.0
ksi_pre23_g,0.0,0.0,0.0,0.0,0.0
ksi_pre26_g,0.0,0.0,0.0,0.0,0.0
ksi_pre29_g,0.0,0.0,0.0,0.0,0.0
ksi_pre32_g,0.0,0.0,0.0,0.0,0.0
ksi_pre35_g,0.0,0.0,0.0,0.0,0.0
ksii_core4_pre6_g,0.0,0.0,0.0,0.0,0.0
ksii_core4_pre9_g,0.0,0.0,0.0,0.0,0.0
ksii_core2_pre6_g,0.0,0.0,0.0,0.0,0.0
ksii_core2_pre9_g,0.0,0.0,0.0,0.0,0.0
ksi_pre5_g,0.0,0.0,0.0,0.0,0.0
ksi_pre8_g,0.0,0.0,0.0,0.0,0.0
ksi_pre11_g,0.0,0.0,0.0,0.0,0.0
ksi_pre14_g,0.0,0.0,0.0,0.0,0.0
ksi_pre17_g,0.0,0.0,0.0,0.0,0.0
ksi_pre20_g,0.0,0.0,0.0,0.0,0.0
cyan_m,0.0,0.0,0.0,0.0,0.0
tsul_m,0.0,0.0,0.0,0.0,0.0
so3_m,0.0,0.0,0.0,0.0,0.0
tcynt_m,0.0,0.0,0.0,0.0,0.0
meoh_l,0.0,0.0,0.0,0.0,0.0
fald_l,0.0,0.0,0.0,0.0,0.0
o2_e,0.0,0.0,-1000.0,1000.0,100000.0
guln_c,0.0,0.0,0.0,0.0,0.0
CE4633_e,0.0,0.0,-1000.0,1000.0,0.0
q10_c,0.0,0.0,0.0,0.0,0.0
q10h2_c,0.0,0.0,0.0,0.0,0.0
n2m2nmn_l,0.0,0.0,0.0,0.0,0.0
n2m2mn_l,0.0,0.0,0.0,0.0,0.0
mn_l,0.0,0.0,0.0,0.0,0.0
man_l,0.0,0.0,0.0,0.0,0.0
s2l2fn2m2masn_e,0.0,0.0,-1000.0,1000.0,0.0
T_antigen_g,0.0,0.0,0.0,0.0,0.0
Ser_Thr_g,0.0,0.0,0.0,0.0,0.0
Tn_antigen_g,0.0,0.0,0.0,0.0,0.0
sT_antigen_g,0.0,0.0,0.0,0.0,0.0
dsT_antigen_g,0.0,0.0,0.0,0.0,0.0
focytC_m,0.0,0.0,0.0,0.0,0.0
ficytC_m,0.0,0.0,0.0,0.0,0.0
o2s_m,0.0,0.0,0.0,0.0,0.0
q10h2_m,0.0,0.0,0.0,0.0,0.0
h_im,0.0,0.0,0.0,0.0,0.0
q10_m,0.0,0.0,0.0,0.0,0.0
arab_L_c,0.0,0.0,0.0,0.0,0.0
abt_c,0.0,0.0,0.0,0.0,0.0
2dr5p_c,0.0,0.0,0.0,0.0,0.0
6pgl_c,0.0,0.0,0.0,0.0,0.0
3dhguln_c,0.0,0.0,0.0,0.0,0.0
6pgl_r,0.0,0.0,0.0,0.0,0.0
6pgc_r,0.0,0.0,0.0,0.0,0.0
rib_D_c,0.0,0.0,0.0,0.0,0.0
ru5p_D_c,0.0,0.0,0.0,0.0,0.0
xu5p_D_c,0.0,0.0,0.0,0.0,0.0
s7p_c,0.0,0.0,0.0,0.0,0.0
e4p_c,0.0,0.0,0.0,0.0,0.0
xan_c,0.0,0.0,0.0,0.0,0.0
pi_x,0.0,0.0,0.0,0.0,0.0
urate_x,0.0,0.0,0.0,0.0,0.0
urate_c,0.0,0.0,0.0,0.0,0.0
12ppd_R_c,0.0,0.0,0.0,0.0,0.0
lald_D_c,0.0,0.0,0.0,0.0,0.0
12ppd_S_c,0.0,0.0,0.0,0.0,0.0
lald_L_c,0.0,0.0,0.0,0.0,0.0
g1p_c,0.0,0.0,0.0,0.0,0.0
dxtrn_c,0.0,0.0,0.0,0.0,0.0
glygn3_c,0.0,0.0,0.0,0.0,0.0
glygn2_c,0.025685906,0.0,0.0,0.0,0.0
Tyr_ggn_c,0.0,0.0,0.0,0.0,0.0
5hoxindact_c,0.0,0.0,0.0,0.0,0.0
5hoxindoa_c,0.0,0.0,0.0,0.0,0.0
3hbcoa_m,0.0,0.0,0.0,0.0,0.0
melatn_c,0.0,0.0,0.0,0.0,0.0
CE1918_c,0.0,0.0,0.0,0.0,0.0
2dpmhobq_m,0.0,0.0,0.0,0.0,0.0
2dp6mep_m,0.0,0.0,0.0,0.0,0.0
2dp6mobq_m,0.0,0.0,0.0,0.0,0.0
2dp6mobq_me_m,0.0,0.0,0.0,0.0,0.0
3dpdhb_m,0.0,0.0,0.0,0.0,0.0
3dpdhb_me_m,0.0,0.0,0.0,0.0,0.0
decdp_m,0.0,0.0,0.0,0.0,0.0
4hbz_m,0.0,0.0,0.0,0.0,0.0
3dphb_m,0.0,0.0,0.0,0.0,0.0
creat_c,0.0,0.0,0.0,0.0,0.0
HC00591_m,0.0,0.0,0.0,0.0,0.0
pglyc_cho_c,0.001473803,0.0,0.0,0.0,0.0
nrvnccoa_x,0.0,0.0,0.0,0.0,0.0
c221coa_x,0.0,0.0,0.0,0.0,0.0
c201coa_x,0.0,0.0,0.0,0.0,0.0
odecoa_x,0.0,0.0,0.0,0.0,0.0
c220coa_x,0.0,0.0,0.0,0.0,0.0
c163_7Z_10Z_13Zcoa_m,0.0,0.0,0.0,0.0,0.0
c143_5Z_8Z_11Zcoa_m,0.0,0.0,0.0,0.0,0.0
c123_3Z_6Z_9Zcoa_m,0.0,0.0,0.0,0.0,0.0
c102_4Z_7Zcoa_m,0.0,0.0,0.0,0.0,0.0
c81_5Zcoa_m,0.0,0.0,0.0,0.0,0.0
c61_3Zcoa_m,0.0,0.0,0.0,0.0,0.0
c163_4Z_7Z_10Zcoa_m,0.0,0.0,0.0,0.0,0.0
c142_5Z_8Zcoa_m,0.0,0.0,0.0,0.0,0.0
c122_3Z_6Zcoa_m,0.0,0.0,0.0,0.0,0.0
occoa_m,0.0,0.0,0.0,0.0,0.0
lnlncgcoa_x,0.0,0.0,0.0,0.0,0.0
c163_4Z_7Z_10Zcoa_x,0.0,0.0,0.0,0.0,0.0
c142_5Z_8Zcoa_x,0.0,0.0,0.0,0.0,0.0
c122_3Z_6Zcoa_x,0.0,0.0,0.0,0.0,0.0
c101_4Zcoa_x,0.0,0.0,0.0,0.0,0.0
c164_4Z_7Z_10Z_13Zcoa_m,0.0,0.0,0.0,0.0,0.0
crn_x,0.0,0.0,0.0,0.0,0.0
pmtcoa_m,0.0,0.0,0.0,0.0,0.0
tdcoa_m,0.0,0.0,0.0,0.0,0.0
ddcacoa_m,0.0,0.0,0.0,0.0,0.0
dcacoa_m,0.0,0.0,0.0,0.0,0.0
c6coa_m,0.0,0.0,0.0,0.0,0.0
c184_3Z_6Z_9Z_12Zcoa_m,0.0,0.0,0.0,0.0,0.0
arachdcoa_x,0.0,0.0,0.0,0.0,0.0
c226coa_m,0.0,0.0,0.0,0.0,0.0
tmndnccoa_m,0.0,0.0,0.0,0.0,0.0
c226coa_x,0.0,0.0,0.0,0.0,0.0
tmndnccoa_x,0.0,0.0,0.0,0.0,0.0
hdd2coa_m,0.0,0.0,0.0,0.0,0.0
hdcoa_m,0.0,0.0,0.0,0.0,0.0
c130coa_m,0.0,0.0,0.0,0.0,0.0
c110coa_m,0.0,0.0,0.0,0.0,0.0
c90coa_m,0.0,0.0,0.0,0.0,0.0
c70coa_m,0.0,0.0,0.0,0.0,0.0
c50coa_m,0.0,0.0,0.0,0.0,0.0
od2coa_m,0.0,0.0,0.0,0.0,0.0
c161_7Ecoa_m,0.0,0.0,0.0,0.0,0.0
c141_5Ecoa_m,0.0,0.0,0.0,0.0,0.0
c121_3Ecoa_m,0.0,0.0,0.0,0.0,0.0
odecoa_m,0.0,0.0,0.0,0.0,0.0
c161_7Zcoa_m,0.0,0.0,0.0,0.0,0.0
c141_5Zcoa_m,0.0,0.0,0.0,0.0,0.0
c121_3Zcoa_m,0.0,0.0,0.0,0.0,0.0
c161_9Ecoa_m,0.0,0.0,0.0,0.0,0.0
c141_7Ecoa_m,0.0,0.0,0.0,0.0,0.0
c121_5Ecoa_m,0.0,0.0,0.0,0.0,0.0
c101_3Ecoa_m,0.0,0.0,0.0,0.0,0.0
c162_7Z_10Zcoa_m,0.0,0.0,0.0,0.0,0.0
c101_4Zcoa_m,0.0,0.0,0.0,0.0,0.0
lneldccoa_m,0.0,0.0,0.0,0.0,0.0
c162_7E_10Ecoa_m,0.0,0.0,0.0,0.0,0.0
c142_5E_8Ecoa_m,0.0,0.0,0.0,0.0,0.0
c122_3E_6Ecoa_m,0.0,0.0,0.0,0.0,0.0
c101_4Ecoa_m,0.0,0.0,0.0,0.0,0.0
tetpent3coa_x,0.0,0.0,0.0,0.0,0.0
clpndcoa_x,0.0,0.0,0.0,0.0,0.0
tetpent6coa_x,0.0,0.0,0.0,0.0,0.0
dcsptn1coa_x,0.0,0.0,0.0,0.0,0.0
tethex3coa_x,0.0,0.0,0.0,0.0,0.0
tettet6coa_x,0.0,0.0,0.0,0.0,0.0
hexccoa_x,0.0,0.0,0.0,0.0,0.0
dmnoncoa_x,0.0,0.0,0.0,0.0,0.0
c185_3Z_6Z_9Z_12Z_15Zcoa_m,0.0,0.0,0.0,0.0,0.0
c184_3Z_6Z_9Z_12Zcoa_x,0.0,0.0,0.0,0.0,0.0
cmusa_c,0.0,0.0,0.0,0.0,0.0
3sala_m,0.0,0.0,0.0,0.0,0.0
3snpyr_c,0.0,0.0,0.0,0.0,0.0
3snpyr_m,0.0,0.0,0.0,0.0,0.0
adrnl_c,0.0,0.0,0.0,0.0,0.0
e4hglu_m,0.0,0.0,0.0,0.0,0.0
aacoa_c,0.0,0.0,0.0,0.0,0.0
sucsal_m,0.0,0.0,0.0,0.0,0.0
acetone_c,0.0,0.0,0.0,0.0,0.0
acetone_m,0.0,0.0,0.0,0.0,0.0
